Cosine Similarity,Class,Modality Pair,i,j
0.7927722,7,rgb_pca,0,1
0.7961198,7,rgb_pca,0,1
0.77082384,7,rgb_pca,0,1
0.7405306,7,rgb_pca,0,1
0.790682,7,rgb_pca,0,1
0.71945167,7,rgb_pca,0,1
0.72347045,7,rgb_pca,0,1
0.7686477,7,rgb_pca,0,1
0.78572714,7,rgb_pca,0,1
0.8055138,7,rgb_pca,0,1
0.7882332,7,rgb_pca,0,1
0.7981684,7,rgb_pca,0,1
0.82564956,7,rgb_pca,0,1
0.7999211,7,rgb_pca,0,1
0.7847321,7,rgb_pca,0,1
0.783223,7,rgb_pca,0,1
0.7331202,7,rgb_pca,0,1
0.7861634,7,rgb_pca,0,1
0.8312263,7,rgb_pca,0,1
0.82531214,7,rgb_pca,0,1
0.84598494,7,rgb_pca,0,1
0.8268702,7,rgb_pca,0,1
0.81487155,7,rgb_pca,0,1
0.8301208,7,rgb_pca,0,1
0.82403654,7,rgb_pca,0,1
0.84127903,7,rgb_pca,0,1
0.8247578,7,rgb_pca,0,1
0.81126106,7,rgb_pca,0,1
0.84675217,7,rgb_pca,0,1
0.80097884,7,rgb_pca,0,1
0.8318135,7,rgb_pca,0,1
0.7949608,7,rgb_pca,0,1
0.8196596,7,rgb_pca,0,1
0.8047099,7,rgb_pca,0,1
0.7936753,7,rgb_pca,0,1
0.82283366,7,rgb_pca,0,1
0.8238882,7,rgb_pca,0,1
0.80491847,7,rgb_pca,0,1
0.7960815,7,rgb_pca,0,1
0.8022517,7,rgb_pca,0,1
0.80573916,7,rgb_pca,0,1
0.8102319,7,rgb_pca,0,1
0.7722621,7,rgb_pca,0,1
0.75841874,7,rgb_pca,0,1
0.7929856,7,rgb_pca,0,1
0.76666427,7,rgb_pca,0,1
0.70158625,7,rgb_pca,0,1
0.7896848,7,rgb_pca,0,1
0.7736157,7,rgb_pca,0,1
0.792139,7,rgb_pca,0,1
0.77637196,7,rgb_pca,0,1
0.7429661,7,rgb_pca,0,1
0.72274846,7,rgb_pca,0,1
0.74429756,7,rgb_pca,0,1
0.7484746,7,rgb_pca,0,1
0.8016888,7,rgb_pca,0,1
0.8313221,7,rgb_pca,0,1
0.82339275,7,rgb_pca,0,1
0.7695277,7,rgb_pca,0,1
0.7770122,7,rgb_pca,0,1
0.8186531,7,rgb_pca,0,1
0.7735133,7,rgb_pca,0,1
0.76825583,7,rgb_pca,0,1
0.77718484,7,rgb_pca,0,1
0.7777807,7,rgb_pca,0,1
0.7611038,7,rgb_pca,0,1
0.7427492,7,rgb_pca,0,1
0.73010856,7,rgb_pca,0,1
0.7763554,7,rgb_pca,0,1
0.8000813,7,rgb_pca,0,1
0.8086636,7,rgb_pca,0,1
0.77822167,7,rgb_pca,0,1
0.7754857,7,rgb_pca,0,1
0.7975926,7,rgb_pca,0,1
0.7868375,7,rgb_pca,0,1
0.77134633,7,rgb_pca,0,1
0.79838884,7,rgb_pca,0,1
0.75257576,7,rgb_pca,0,1
0.7868175,7,rgb_pca,0,1
0.792761,7,rgb_pca,0,1
0.7601495,7,rgb_pca,0,1
0.7777597,7,rgb_pca,0,1
0.78088474,7,rgb_pca,0,1
0.75771606,7,rgb_pca,0,1
0.78153104,7,rgb_pca,0,1
0.79901683,7,rgb_pca,0,1
0.79524493,7,rgb_pca,0,1
0.77876854,7,rgb_pca,0,1
0.75491047,7,rgb_pca,0,1
0.81157124,7,rgb_pca,0,1
0.80491906,7,rgb_pca,0,1
0.82777196,7,rgb_pca,0,1
0.7977877,7,rgb_pca,0,1
0.7963531,7,rgb_pca,0,1
0.7622398,7,rgb_pca,0,1
0.7320468,7,rgb_pca,0,1
0.80091375,7,rgb_pca,0,1
0.82430315,7,rgb_pca,0,1
0.7967944,7,rgb_pca,0,1
0.775411,7,rgb_pca,0,1
0.7666889,7,rgb_pca,0,1
0.7561624,7,rgb_pca,0,1
0.79061615,7,rgb_pca,0,1
0.78935856,2,rgb_pca,0,1
0.7945138,2,rgb_pca,0,1
0.7937131,2,rgb_pca,0,1
0.76776683,2,rgb_pca,0,1
0.82084554,2,rgb_pca,0,1
0.7317729,2,rgb_pca,0,1
0.78416026,2,rgb_pca,0,1
0.77098966,2,rgb_pca,0,1
0.7431867,2,rgb_pca,0,1
0.75358236,2,rgb_pca,0,1
0.74628615,2,rgb_pca,0,1
0.73562616,2,rgb_pca,0,1
0.72920656,2,rgb_pca,0,1
0.77895963,2,rgb_pca,0,1
0.7928366,2,rgb_pca,0,1
0.76398456,2,rgb_pca,0,1
0.76680565,2,rgb_pca,0,1
0.7294787,2,rgb_pca,0,1
0.70295346,2,rgb_pca,0,1
0.714384,2,rgb_pca,0,1
